,Year,LocationAbbr,HealthTopic,PolicyTopic,Setting,NumPolicies
1839,2005,NY,Nutrition,Agriculture and Farming,Community,37
1840,2005,NY,Nutrition,Farmers Markets,Community,37
1841,2005,NY,Nutrition,Initiatives and Programs,Community,37
1842,2005,NY,Nutrition,Food Assistance Programs,Community,37
1843,2005,NY,Nutrition,Food Security,Community,37
1844,2005,NY,Nutrition,Food Security,Community,37
1845,2005,NY,Nutrition,Access to Healthy Foods,Community,37
1846,2005,NY,Nutrition,Access to Healthy Foods,Community,37
1847,2005,NY,Nutrition,Disparities/Equity,Community,37
1848,2005,NY,Nutrition,Food Assistance Programs,Community,37
1849,2005,NY,Nutrition,Incentives,Community,37
1850,2005,NY,Nutrition,Agriculture and Farming,Community,37
1851,2005,NY,Nutrition,Access to Healthy Foods,Community,37
1852,2005,NY,Nutrition,Disparities/Equity,Community,37
1853,2005,NY,Nutrition,Farm Direct Foods,Community,37
1854,2005,NY,Nutrition,Access to Healthy Foods,Community,37
1855,2005,NY,Nutrition,Farm Direct Foods,Community,37
1856,2005,NY,Nutrition,Food Assistance Programs,Community,37
1857,2005,NY,Nutrition,Agriculture and Farming,Community,37
1858,2005,NY,Nutrition,Farmers Markets,Community,37
1859,2005,NY,Nutrition,Farmers Markets,Community,37
1860,2005,NY,Obesity,Initiatives and Programs,School/After School,7
1861,2005,NY,Obesity,Body Mass Index (BMI),School/After School,7
1862,2005,NY,Obesity,Appropriations,Community,7
1863,2005,NY,Obesity,Appropriations,Community,7
1864,2005,NY,Obesity,Body Mass Index (BMI),Early Care and Education,7
1865,2005,NY,Obesity,Initiatives and Programs,Early Care and Education,7
1866,2005,NY,Obesity,Menu Labeling,Community,7
1867,2005,NY,Physical Activity,"Parks, Recreation and Trails",Community,1
1868,2005,OH,Nutrition,Medical Care,Community,1
1869,2005,OH,Physical Activity,Bicycling,Community,1
1870,2005,OK,Nutrition,Access to Healthy Foods,School/After School,10
1871,2005,OK,Nutrition,Nutrition Standards,School/After School,10
1872,2005,OK,Nutrition,Task Forces/Councils,School/After School,10
1873,2005,OK,Nutrition,Farm Direct Foods,School/After School,10
1874,2005,OK,Nutrition,School Nutrition,School/After School,10
1875,2005,OK,Nutrition,Appropriations,School/After School,10
1876,2005,OK,Nutrition,School Nutrition,School/After School,10
1877,2005,OK,Nutrition,Medical Care,Community,10
1878,2005,OK,Nutrition,Nutrition Standards,School/After School,10
1879,2005,OK,Nutrition,Task Forces/Councils,Work Place,10
1880,2005,OK,Obesity,Appropriations,School/After School,9
1881,2005,OK,Obesity,Appropriations,School/After School,9
1882,2005,OK,Obesity,Appropriations,Community,9
1883,2005,OK,Obesity,Food Restrictions,School/After School,9
1884,2005,OK,Obesity,Health Insurance Coverage,Work Place,9
1885,2005,OK,Obesity,Food Restrictions,School/After School,9
1886,2005,OK,Obesity,Appropriations,Community,9
1887,2005,OK,Obesity,Appropriations,Work Place,9
1888,2005,OK,Obesity,Appropriations,School/After School,9
1889,2005,OK,Physical Activity,Public Safety,Community,9
1890,2005,OK,Physical Activity,Bicycling,Community,9
1891,2005,OK,Physical Activity,Physical Education Requirements,School/After School,9
1892,2005,OK,Physical Activity,Pedestrians/Walking,School/After School,9
1893,2005,OK,Physical Activity,Physical Education Requirements,School/After School,9
1894,2005,OK,Physical Activity,Task Forces/Councils,School/After School,9
1895,2005,OK,Physical Activity,Physical Education Requirements,School/After School,9
1896,2005,OK,Physical Activity,Task Forces/Councils,Work Place,9
1897,2005,OK,Physical Activity,Task Forces/Councils,Community,9
1898,2005,OR,Nutrition,Farmers Markets,Community,10
1899,2005,OR,Nutrition,Food Policy Councils,Restaurant/Retail,10
1900,2005,OR,Nutrition,Appropriations,Community,10
1901,2005,OR,Nutrition,Medical Care,Community,10
1902,2005,OR,Nutrition,Agriculture and Farming,Community,10
1903,2005,OR,Nutrition,Medical Care,Community,10
1904,2005,OR,Nutrition,Food Assistance Programs,Community,10
1905,2005,OR,Nutrition,Liability and Indemnity,School/After School,10
1906,2005,OR,Nutrition,Fruits and Vegetables,Community,10
1907,2005,OR,Nutrition,Medical Care,School/After School,10
1908,2005,OR,Obesity,Appropriations,Community,5
1909,2005,OR,Obesity,Appropriations,Community,5
1910,2005,OR,Obesity,Appropriations,Community,5
1911,2005,OR,Obesity,Appropriations,School/After School,5
1912,2005,OR,Obesity,Liability and Indemnity,Restaurant/Retail,5
1913,2005,OR,Physical Activity,Pedestrians/Walking,School/After School,9
1914,2005,OR,Physical Activity,Appropriations,School/After School,9
1915,2005,OR,Physical Activity,Safe Routes to Schools,School/After School,9
1916,2005,OR,Physical Activity,Bicycling,Community,9
1917,2005,OR,Physical Activity,Bicycling,Community,9
1918,2005,OR,Physical Activity,Pedestrians/Walking,Community,9
1919,2005,OR,Physical Activity,Public Safety,Community,9
1920,2005,OR,Physical Activity,Public Safety,Community,9
1921,2005,OR,Physical Activity,Bicycling,School/After School,9
1922,2005,PA,Nutrition,Appropriations,Community,29
1923,2005,PA,Nutrition,Access to Healthy Foods,Community,29
1924,2005,PA,Nutrition,School Nutrition,School/After School,29
1925,2005,PA,Nutrition,Task Forces/Councils,School/After School,29
1926,2005,PA,Nutrition,Appropriations,School/After School,29
1927,2005,PA,Nutrition,Farmers Markets,Community,29
1928,2005,PA,Nutrition,Farm Direct Foods,Community,29
1929,2005,PA,Nutrition,Farmers Markets,Community,29
1930,2005,PA,Nutrition,Farm Direct Foods,Community,29
1931,2005,PA,Nutrition,Agriculture and Farming,School/After School,29
1932,2005,PA,Nutrition,Agriculture and Farming,Community,29
1933,2005,PA,Nutrition,Incentives,Community,29
1934,2005,PA,Nutrition,Food Security,Community,29
1935,2005,PA,Nutrition,Disparities/Equity,Community,29
1936,2005,PA,Nutrition,Farm Direct Foods,School/After School,29
1937,2005,PA,Nutrition,Liability and Indemnity,Community,29
1938,2005,PA,Nutrition,Disparities/Equity,Community,29
1939,2005,PA,Nutrition,Appropriations,Community,29
1940,2005,PA,Nutrition,Nutrition Standards,School/After School,29
1941,2005,PA,Nutrition,Food Assistance Programs,Community,29
1942,2005,PA,Nutrition,Appropriations,School/After School,29
1943,2005,PA,Nutrition,Appropriations,Community,29
1944,2005,PA,Nutrition,Agriculture and Farming,Community,29
1945,2005,PA,Nutrition,Agriculture and Farming,Community,29
1946,2005,PA,Nutrition,Initiatives and Programs,Community,29
1947,2005,PA,Nutrition,School Nutrition,School/After School,29
1948,2005,PA,Nutrition,Farmers Markets,Community,29
1949,2005,PA,Nutrition,Fruits and Vegetables,Community,29
1950,2005,PA,Nutrition,Agriculture and Farming,Community,29
1951,2005,PA,Obesity,Appropriations,Community,5
1952,2005,PA,Obesity,Appropriations,School/After School,5
1953,2005,PA,Obesity,Food Restrictions,School/After School,5
1954,2005,PA,Obesity,Appropriations,Community,5
1955,2005,PA,Obesity,Appropriations,Community,5
1956,2005,PA,Physical Activity,"Parks, Recreation and Trails",Community,3
1957,2005,PA,Physical Activity,Appropriations,Community,3
1958,2005,PA,Physical Activity,Pedestrians/Walking,Community,3
1959,2005,RI,Nutrition,Task Forces/Councils,School/After School,29
1960,2005,RI,Nutrition,Nutrition Standards,School/After School,29
1961,2005,RI,Nutrition,Incentives,School/After School,29
1962,2005,RI,Nutrition,Access to Healthy Foods,School/After School,29
1963,2005,RI,Nutrition,School Nutrition,School/After School,29
1964,2005,RI,Nutrition,Fruits and Vegetables,School/After School,29
1965,2005,RI,Nutrition,Task Forces/Councils,School/After School,29
1966,2005,RI,Nutrition,Appropriations,School/After School,29
1967,2005,RI,Nutrition,Healthier Food Retail and Food Deserts,School/After School,29
1968,2005,RI,Nutrition,Medical Care,Community,29
1969,2005,RI,Nutrition,Appropriations,School/After School,29
1970,2005,RI,Nutrition,Incentives,School/After School,29
1971,2005,RI,Nutrition,Healthier Food Retail and Food Deserts,School/After School,29
1972,2005,RI,Nutrition,Vending,School/After School,29
1973,2005,RI,Nutrition,Medical Care,Community,29
1974,2005,RI,Nutrition,Vending,School/After School,29
1975,2005,RI,Nutrition,Farm Direct Foods,School/After School,29
1976,2005,RI,Nutrition,Appropriations,School/After School,29
1977,2005,RI,Nutrition,Medical Care,Community,29
1978,2005,RI,Nutrition,School Nutrition,School/After School,29
1979,2005,RI,Nutrition,Appropriations,School/After School,29
1980,2005,RI,Nutrition,Farm Direct Foods,School/After School,29
1981,2005,RI,Nutrition,Food Security,School/After School,29
1982,2005,RI,Nutrition,Appropriations,School/After School,29
1983,2005,RI,Nutrition,Access to Healthy Foods,School/After School,29
1984,2005,RI,Nutrition,School Nutrition,School/After School,29
1985,2005,RI,Nutrition,Food Assistance Programs,School/After School,29
1986,2005,RI,Nutrition,School Nutrition,School/After School,29
1987,2005,RI,Nutrition,School Nutrition,School/After School,29
1988,2005,RI,Obesity,Appropriations,School/After School,13
1989,2005,RI,Obesity,Appropriations,School/After School,13
1990,2005,RI,Obesity,Food Restrictions,School/After School,13
1991,2005,RI,Obesity,Appropriations,Community,13
1992,2005,RI,Obesity,Appropriations,School/After School,13
1993,2005,RI,Obesity,Task Forces/Councils,School/After School,13
1994,2005,RI,Obesity,Sugar Sweetened Beverages,School/After School,13
1995,2005,RI,Obesity,Appropriations,School/After School,13
1996,2005,RI,Obesity,Appropriations,Community,13
1997,2005,RI,Obesity,Task Forces/Councils,School/After School,13
1998,2005,RI,Obesity,Sugar Sweetened Beverages,School/After School,13
1999,2005,RI,Obesity,Appropriations,Community,13
2000,2005,RI,Obesity,Food Restrictions,School/After School,13
2001,2005,RI,Physical Activity,Physical Education Requirements,School/After School,13
2002,2005,RI,Physical Activity,Public Safety,Community,13
2003,2005,RI,Physical Activity,Task Forces/Councils,School/After School,13
2004,2005,RI,Physical Activity,"Parks, Recreation and Trails",Community,13
2005,2005,RI,Physical Activity,Bicycling,Community,13
2006,2005,RI,Physical Activity,Task Forces/Councils,School/After School,13
2007,2005,RI,Physical Activity,Bicycling,Community,13
2008,2005,RI,Physical Activity,Public Safety,Community,13
2009,2005,RI,Physical Activity,"Parks, Recreation and Trails",Community,13
2010,2005,RI,Physical Activity,Bicycling,Community,13
2011,2005,RI,Physical Activity,Public Safety,Community,13
2012,2005,RI,Physical Activity,Physical Education Requirements,School/After School,13
2013,2005,RI,Physical Activity,"Parks, Recreation and Trails",Community,13
2014,2005,SC,Nutrition,Liability and Indemnity,School/After School,4
2015,2005,SC,Nutrition,Nutrition Standards,School/After School,4
2016,2005,SC,Nutrition,Appropriations,School/After School,4
2017,2005,SC,Nutrition,Agriculture and Farming,School/After School,4
2018,2005,SC,Obesity,Appropriations,School/After School,1
2019,2005,SC,Physical Activity,Appropriations,School/After School,2
2020,2005,SC,Physical Activity,Physical Education Requirements,School/After School,2
2021,2005,SD,Obesity,Appropriations,Community,2
2022,2005,SD,Obesity,Menu Labeling,Community,2
2023,2005,TN,Nutrition,Media Campaigns,Medical and/or Hospital,19
2024,2005,TN,Nutrition,Appropriations,Community,19
2025,2005,TN,Nutrition,Disparities/Equity,Community,19
2026,2005,TN,Nutrition,School Nutrition,Early Care and Education,19
2027,2005,TN,Nutrition,Food Security,Community,19
2028,2005,TN,Nutrition,Agriculture and Farming,Community,19
2029,2005,TN,Nutrition,Farm Direct Foods,Community,19
2030,2005,TN,Nutrition,Appropriations,Early Care and Education,19
2031,2005,TN,Nutrition,School Nutrition,Community,19
2032,2005,TN,Nutrition,School Nutrition,School/After School,19
2033,2005,TN,Nutrition,Appropriations,Community,19
2034,2005,TN,Nutrition,Access to Healthy Foods,Community,19
2035,2005,TN,Nutrition,Access to Healthy Foods,Early Care and Education,19
2036,2005,TN,Nutrition,Appropriations,School/After School,19
2037,2005,TN,Nutrition,Access to Healthy Foods,School/After School,19
2038,2005,TN,Nutrition,Food Assistance Programs,Community,19
2039,2005,TN,Nutrition,Farmers Markets,Community,19
2040,2005,TN,Nutrition,Appropriations,School/After School,19
2041,2005,TN,Nutrition,Access to Healthy Foods,Community,19
2042,2005,TN,Obesity,Front of Package Labeling,Medical and/or Hospital,8
2043,2005,TN,Obesity,Appropriations,School/After School,8
2044,2005,TN,Obesity,Appropriations,Early Care and Education,8
2045,2005,TN,Obesity,Appropriations,School/After School,8
2046,2005,TN,Obesity,Health Insurance Coverage,Medical and/or Hospital,8
2047,2005,TN,Obesity,Appropriations,Community,8
2048,2005,TN,Obesity,Body Mass Index (BMI),School/After School,8
2049,2005,TN,Obesity,Appropriations,School/After School,8
2050,2005,TN,Physical Activity,Physical Education Requirements,School/After School,4
2051,2005,TN,Physical Activity,Pedestrians/Walking,School/After School,4
2052,2005,TN,Physical Activity,Public Safety,School/After School,4
2053,2005,TN,Physical Activity,Access to Recreational Opportunities,Medical and/or Hospital,4
2054,2005,TX,Nutrition,School Nutrition,School/After School,7
2055,2005,TX,Nutrition,Food Policy Councils,Community,7
2056,2005,TX,Nutrition,Medical Care,Community,7
2057,2005,TX,Nutrition,Nutrition Standards,School/After School,7
2058,2005,TX,Nutrition,Appropriations,Community,7
2059,2005,TX,Nutrition,Farmers Markets,Community,7
2060,2005,TX,Nutrition,Appropriations,School/After School,7
2061,2005,TX,Obesity,Appropriations,Community,4
2062,2005,TX,Obesity,Disparities/Equity,School/After School,4
2063,2005,TX,Obesity,Liability and Indemnity,Community,4
2064,2005,TX,Obesity,Appropriations,School/After School,4
2065,2005,TX,Physical Activity,Physical Education Requirements,School/After School,4
2066,2005,TX,Physical Activity,"Parks, Recreation and Trails",Community,4
2067,2005,TX,Physical Activity,Physical Activity Requirements,School/After School,4
2068,2005,TX,Physical Activity,Bicycling,Community,4
2069,2005,UT,Obesity,Initiatives and Programs,Medical and/or Hospital,3
2070,2005,UT,Obesity,Initiatives and Programs,Community,3
2071,2005,UT,Obesity,Initiatives and Programs,School/After School,3
2072,2005,VT,Nutrition,Farm Direct Foods,School/After School,13
2073,2005,VT,Nutrition,Appropriations,Community,13
2074,2005,VT,Nutrition,Disparities/Equity,Community,13
2075,2005,VT,Nutrition,Appropriations,Community,13
2076,2005,VT,Nutrition,Incentives,Community,13
2077,2005,VT,Nutrition,Media Campaigns,Community,13
2078,2005,VT,Nutrition,Initiatives and Programs,Community,13
2079,2005,VT,Nutrition,Appropriations,School/After School,13
2080,2005,VT,Nutrition,Incentives,Community,13
2081,2005,VT,Nutrition,Food Assistance Programs,Community,13
2082,2005,VT,Nutrition,Appropriations,Community,13
2083,2005,VT,Nutrition,Food Security,Community,13
2084,2005,VT,Nutrition,Agriculture and Farming,School/After School,13
2085,2005,VT,Obesity,Appropriations,School/After School,3
2086,2005,VT,Obesity,Appropriations,School/After School,3
2087,2005,VT,Obesity,Food Restrictions,School/After School,3
2088,2005,VT,Physical Activity,Physical Education Requirements,School/After School,1
2089,2005,WA,Nutrition,Incentives,Community,14
2090,2005,WA,Nutrition,Trans Fats,Work Place,14
2091,2005,WA,Nutrition,Medical Care,Community,14
2092,2005,WA,Nutrition,Correctional Facilities Farms Programs,Community,14
2093,2005,WA,Nutrition,Appropriations,Community,14
2094,2005,WA,Nutrition,Appropriations,Community,14
2095,2005,WA,Nutrition,School Nutrition,Community,14
2096,2005,WA,Nutrition,School Nutrition,Community,14
2097,2005,WA,Nutrition,Medical Care,Community,14
2098,2005,WA,Nutrition,Liability and Indemnity,Community,14
2099,2005,WA,Nutrition,Disparities/Equity,Community,14
2100,2005,WA,Nutrition,Sodium,Community,14
2101,2005,WA,Nutrition,Incentives,Community,14
2102,2005,WA,Nutrition,Task Forces/Councils,Community,14
2103,2005,WA,Obesity,Appropriations,Community,15
2104,2005,WA,Obesity,Appropriations,Community,15
2105,2005,WA,Obesity,Disparities/Equity,Community,15
2106,2005,WA,Obesity,Task Forces/Councils,Community,15
2107,2005,WA,Obesity,Appropriations,Community,15
2108,2005,WA,Obesity,Appropriations,Work Place,15
2109,2005,WA,Obesity,Appropriations,Community,15
2110,2005,WA,Obesity,Body Mass Index (BMI),Work Place,15
2111,2005,WA,Obesity,Body Mass Index (BMI),Work Place,15
2112,2005,WA,Obesity,Appropriations,Work Place,15
2113,2005,WA,Obesity,Body Mass Index (BMI),Community,15
2114,2005,WA,Obesity,Appropriations,Community,15
2115,2005,WA,Obesity,Body Mass Index (BMI),Community,15
2116,2005,WA,Obesity,Menu Labeling,Community,15
2117,2005,WA,Obesity,Appropriations,Community,15
2118,2005,WA,Physical Activity,Public Transportation,Community,16
2119,2005,WA,Physical Activity,Disparities/Equity,Community,16
2120,2005,WA,Physical Activity,Built Environment and Street-Scale Design,Community,16
2121,2005,WA,Physical Activity,Appropriations,Community,16
2122,2005,WA,Physical Activity,Public Transportation,Work Place,16
2123,2005,WA,Physical Activity,Health Impact Assessment,Community,16
2124,2005,WA,Physical Activity,Task Forces/Councils,Community,16
2125,2005,WA,Physical Activity,Bicycling,Community,16
2126,2005,WA,Physical Activity,Pedestrians/Walking,Community,16
2127,2005,WA,Physical Activity,Disparities/Equity,Community,16
2128,2005,WA,Physical Activity,Bicycling,Community,16
2129,2005,WA,Physical Activity,"Parks, Recreation and Trails",Community,16
2130,2005,WA,Physical Activity,Public Transportation,Work Place,16
2131,2005,WA,Physical Activity,Public Transportation,Community,16
2132,2005,WA,Physical Activity,Incentives,Work Place,16
2133,2005,WA,Physical Activity,Pedestrians/Walking,Community,16
2134,2005,WI,Nutrition,Food Policy Councils,Restaurant/Retail,1
2135,2005,WI,Obesity,Liability and Indemnity,Restaurant/Retail,1
2136,2005,WV,Nutrition,Appropriations,Community,15
2137,2005,WV,Nutrition,Agriculture and Farming,School/After School,15
2138,2005,WV,Nutrition,Disparities/Equity,Community,15
2139,2005,WV,Nutrition,Appropriations,School/After School,15
2140,2005,WV,Nutrition,Access to Healthy Foods,School/After School,15
2141,2005,WV,Nutrition,Farm Direct Foods,Community,15
2142,2005,WV,Nutrition,Liability and Indemnity,School/After School,15
2143,2005,WV,Nutrition,Agriculture and Farming,Community,15
2144,2005,WV,Nutrition,Access to Healthy Foods,Community,15
2145,2005,WV,Nutrition,Healthier Food Retail and Food Deserts,School/After School,15
2146,2005,WV,Nutrition,Vending,School/After School,15
2147,2005,WV,Nutrition,Food Security,Community,15
2148,2005,WV,Nutrition,Food Security,School/After School,15
2149,2005,WV,Nutrition,Food Assistance Programs,Community,15
2150,2005,WV,Nutrition,Farmers Markets,Community,15
2151,2005,WV,Obesity,Menu Labeling,School/After School,5
2152,2005,WV,Obesity,Appropriations,School/After School,5
2153,2005,WV,Obesity,Disparities/Equity,School/After School,5
2154,2005,WV,Obesity,Sugar Sweetened Beverages,School/After School,5
2155,2005,WV,Obesity,Appropriations,School/After School,5
2156,2005,WV,Physical Activity,Physical Activity Requirements,School/After School,3
2157,2005,WV,Physical Activity,Appropriations,School/After School,3
2158,2005,WV,Physical Activity,Physical Education Requirements,School/After School,3
2159,2005,WY,Nutrition,Media Campaigns,Community,1
2160,2005,WY,Obesity,Front of Package Labeling,Community,3
2161,2005,WY,Obesity,Liability and Indemnity,Community,3
2162,2005,WY,Obesity,Health Insurance Coverage,Community,3
2163,2005,WY,Physical Activity,Access to Recreational Opportunities,Community,1
2164,2006,AL,Nutrition,Farmers Markets,Community,4
2165,2006,AL,Nutrition,Appropriations,Community,4
2166,2006,AL,Nutrition,Farmers Markets,Community,4
2167,2006,AL,Nutrition,Appropriations,Community,4
2168,2006,AL,Physical Activity,Appropriations,Community,2
2169,2006,AL,Physical Activity,Task Forces/Councils,Community,2
2170,2006,AZ,Nutrition,Liability and Indemnity,Community,3
2171,2006,AZ,Nutrition,School Nutrition,School/After School,3
2172,2006,AZ,Nutrition,Liability and Indemnity,Community,3
2173,2006,AZ,Obesity,Disparities/Equity,School/After School,4
2174,2006,AZ,Obesity,Appropriations,School/After School,4
2175,2006,AZ,Obesity,Appropriations,Community,4
2176,2006,AZ,Obesity,Appropriations,Community,4
2177,2006,AZ,Physical Activity,"Parks, Recreation and Trails",Community,8
2178,2006,AZ,Physical Activity,Task Forces/Councils,Community,8
2179,2006,AZ,Physical Activity,Appropriations,Community,8
2180,2006,AZ,Physical Activity,Disparities/Equity,School/After School,8
2181,2006,AZ,Physical Activity,Appropriations,Community,8
2182,2006,AZ,Physical Activity,Physical Education Requirements,School/After School,8
2183,2006,AZ,Physical Activity,Physical Activity Requirements,School/After School,8
2184,2006,AZ,Physical Activity,"Parks, Recreation and Trails",Community,8
2185,2006,CA,Nutrition,Initiatives and Programs,Community,1
2186,2006,CA,Obesity,Task Forces/Councils,Community,4
2187,2006,CA,Obesity,Menu Labeling,Community,4
2188,2006,CA,Obesity,Disparities/Equity,Community,4
2189,2006,CA,Obesity,Appropriations,Community,4
2190,2006,CA,Physical Activity,Initiatives and Programs,Community,1
2191,2006,CO,Nutrition,Food Assistance Programs,School/After School,6
2192,2006,CO,Nutrition,Access to Healthy Foods,School/After School,6
2193,2006,CO,Nutrition,School Nutrition,School/After School,6
2194,2006,CO,Nutrition,Appropriations,School/After School,6
2195,2006,CO,Nutrition,Disparities/Equity,School/After School,6
2196,2006,CO,Nutrition,Fruits and Vegetables,School/After School,6
2197,2006,CO,Obesity,Appropriations,School/After School,1
2198,2006,CT,Nutrition,Vending,School/After School,17
2199,2006,CT,Nutrition,Farmers Markets,Community,17
2200,2006,CT,Nutrition,Access to Healthy Foods,School/After School,17
2201,2006,CT,Nutrition,Appropriations,Community,17
2202,2006,CT,Nutrition,Appropriations,Community,17
2203,2006,CT,Nutrition,Farm Direct Foods,Community,17
2204,2006,CT,Nutrition,Healthier Food Retail and Food Deserts,School/After School,17
2205,2006,CT,Nutrition,Farm Direct Foods,Community,17
2206,2006,CT,Nutrition,Farm Direct Foods,School/After School,17
2207,2006,CT,Nutrition,Initiatives and Programs,School/After School,17
2208,2006,CT,Nutrition,Farm Direct Foods,School/After School,17
2209,2006,CT,Nutrition,Agriculture and Farming,Community,17
2210,2006,CT,Nutrition,Agriculture and Farming,School/After School,17
2211,2006,CT,Nutrition,Food Assistance Programs,Community,17
2212,2006,CT,Nutrition,Incentives,School/After School,17
2213,2006,CT,Nutrition,School Nutrition,School/After School,17
2214,2006,CT,Nutrition,Appropriations,School/After School,17
2215,2006,CT,Obesity,Food Restrictions,Community,9
2216,2006,CT,Obesity,Disparities/Equity,School/After School,9
2217,2006,CT,Obesity,Appropriations,Community,9
2218,2006,CT,Obesity,Appropriations,School/After School,9
2219,2006,CT,Obesity,Appropriations,Community,9
2220,2006,CT,Obesity,Appropriations,School/After School,9
2221,2006,CT,Obesity,Food Restrictions,School/After School,9
2222,2006,CT,Obesity,Food Restrictions,Community,9
2223,2006,CT,Obesity,Sugar Sweetened Beverages,School/After School,9
2224,2006,CT,Physical Activity,Physical Activity Requirements,School/After School,2
2225,2006,CT,Physical Activity,Physical Education Requirements,School/After School,2
2226,2006,FL,Nutrition,Fruits and Vegetables,School/After School,18
2227,2006,FL,Nutrition,School Nutrition,Work Place,18
2228,2006,FL,Nutrition,Agriculture and Farming,School/After School,18
2229,2006,FL,Nutrition,School Nutrition,Medical and/or Hospital,18
2230,2006,FL,Nutrition,Task Forces/Councils,Work Place,18
2231,2006,FL,Nutrition,School Nutrition,School/After School,18
2232,2006,FL,Nutrition,Liability and Indemnity,School/After School,18
2233,2006,FL,Nutrition,Appropriations,School/After School,18
2234,2006,FL,Nutrition,Food Assistance Programs,School/After School,18
2235,2006,FL,Nutrition,Appropriations,Medical and/or Hospital,18
2236,2006,FL,Nutrition,School Nutrition,School/After School,18
2237,2006,FL,Nutrition,Food Assistance Programs,Work Place,18
2238,2006,FL,Nutrition,Initiatives and Programs,School/After School,18
2239,2006,FL,Nutrition,Food Assistance Programs,Medical and/or Hospital,18
2240,2006,FL,Nutrition,Task Forces/Councils,School/After School,18
2241,2006,FL,Nutrition,Appropriations,Work Place,18
2242,2006,FL,Nutrition,Appropriations,School/After School,18
2243,2006,FL,Nutrition,Task Forces/Councils,Medical and/or Hospital,18
2244,2006,FL,Obesity,Appropriations,School/After School,5
2245,2006,FL,Obesity,Appropriations,School/After School,5
2246,2006,FL,Obesity,Health Insurance Coverage,School/After School,5
2247,2006,FL,Obesity,Health Insurance Coverage,Medical and/or Hospital,5
2248,2006,FL,Obesity,Health Insurance Coverage,Work Place,5
2249,2006,FL,Physical Activity,Physical Education Requirements,School/After School,3
2250,2006,FL,Physical Activity,Appropriations,School/After School,3
2251,2006,FL,Physical Activity,Physical Education Requirements,School/After School,3
2252,2006,IN,Nutrition,Healthier Food Retail and Food Deserts,School/After School,7
2253,2006,IN,Nutrition,Incentives,School/After School,7
2254,2006,IN,Nutrition,Media Campaigns,School/After School,7
2255,2006,IN,Nutrition,School Nutrition,School/After School,7
2256,2006,IN,Nutrition,Task Forces/Councils,School/After School,7
2257,2006,IN,Nutrition,Appropriations,School/After School,7
2258,2006,IN,Nutrition,Farm Direct Foods,School/After School,7
2259,2006,IN,Obesity,Front of Package Labeling,School/After School,6
2260,2006,IN,Obesity,Health Insurance Coverage,School/After School,6
2261,2006,IN,Obesity,Appropriations,School/After School,6
2262,2006,IN,Obesity,Food Restrictions,School/After School,6
2263,2006,IN,Obesity,Task Forces/Councils,School/After School,6
2264,2006,IN,Obesity,Sugar Sweetened Beverages,School/After School,6
2265,2006,IN,Physical Activity,Access to Recreational Opportunities,School/After School,2
2266,2006,IN,Physical Activity,Task Forces/Councils,School/After School,2
2267,2006,KY,Nutrition,Agriculture and Farming,Community,2
2268,2006,KY,Nutrition,Appropriations,Community,2
2269,2006,KY,Obesity,Appropriations,Community,1
2270,2006,KY,Physical Activity,Task Forces/Councils,Community,3
2271,2006,KY,Physical Activity,Task Forces/Councils,Community,3
2272,2006,KY,Physical Activity,Appropriations,Community,3
2273,2006,LA,Obesity,Health Insurance Coverage,Community,1
2274,2006,MD,Nutrition,Incentives,Community,7
2275,2006,MD,Nutrition,Appropriations,Community,7
2276,2006,MD,Nutrition,Medical Care,Community,7
2277,2006,MD,Nutrition,Farm Direct Foods,Community,7
2278,2006,MD,Nutrition,Appropriations,School/After School,7
2279,2006,MD,Nutrition,Incentives,School/After School,7
2280,2006,MD,Nutrition,Farm Direct Foods,School/After School,7
2281,2006,MD,Obesity,Food Restrictions,School/After School,3
2282,2006,MD,Obesity,Food Restrictions,Community,3
2283,2006,MD,Obesity,Appropriations,Community,3
2284,2006,MD,Physical Activity,Bicycling,Community,2
2285,2006,MD,Physical Activity,Public Safety,Community,2
2286,2006,MS,Nutrition,Appropriations,School/After School,5
2287,2006,MS,Nutrition,Appropriations,Community,5
2288,2006,MS,Nutrition,Incentives,School/After School,5
2289,2006,MS,Nutrition,Incentives,Community,5
2290,2006,MS,Nutrition,Task Forces/Councils,School/After School,5
2291,2006,MS,Obesity,Task Forces/Councils,School/After School,2
2292,2006,MS,Obesity,Appropriations,School/After School,2
2293,2006,MS,Physical Activity,Task Forces/Councils,School/After School,1
2294,2006,NJ,Nutrition,Food Security,Community,19
2295,2006,NJ,Nutrition,Appropriations,Community,19
2296,2006,NJ,Nutrition,Liability and Indemnity,Community,19
2297,2006,NJ,Nutrition,Trans Fats,Community,19
2298,2006,NJ,Nutrition,Farm Direct Foods,Community,19
2299,2006,NJ,Nutrition,Farm Direct Foods,School/After School,19
2300,2006,NJ,Nutrition,Liability and Indemnity,Community,19
2301,2006,NJ,Nutrition,Liability and Indemnity,Community,19
2302,2006,NJ,Nutrition,Farmers Markets,Community,19
2303,2006,NJ,Nutrition,Disparities/Equity,Community,19
2304,2006,NJ,Nutrition,Liability and Indemnity,Community,19
2305,2006,NJ,Nutrition,Agriculture and Farming,Community,19
2306,2006,NJ,Nutrition,Appropriations,School/After School,19
2307,2006,NJ,Nutrition,Liability and Indemnity,Community,19
2308,2006,NJ,Nutrition,Liability and Indemnity,Community,19
2309,2006,NJ,Nutrition,Healthier Food Retail and Food Deserts,School/After School,19
