Year,LocationAbbr,LocationDesc,Topic,Question,Low_Confidence_Limit,Data_Value,High_Confidence_Limit,Sample_Size
2013,ID,Idaho,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),51.8,53.9,55.9,"5,078"
2013,ID,Idaho,Physical Activity,% of adults with no leisure-time physical activity,22.0,23.7,25.4,"5,260"
2013,ID,Idaho,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.7,33.6,35.5,"5,051"
2013,IL,Illinois,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.3,37.2,"5,490"
2013,IL,Illinois,Obesity,% of adults aged >= 18 years with obesity,27.7,29.4,31.2,"5,490"
2013,IL,Illinois,Physical Activity,% of adults with no leisure-time physical activity,23.5,25.1,26.8,"5,305"
2013,IL,Illinois,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.4,52.4,54.4,"5,234"
2013,IL,Illinois,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,28.3,30.2,32.0,"5,255"
2013,IL,Illinois,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,19.7,21.3,23.0,"5,201"
2013,IL,Illinois,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),30.8,32.7,34.6,"5,219"
2013,IN,Indiana,Obesity,% of adults aged >= 18 years with an overweight classification,34.2,35.4,36.7,"9,770"
2013,IN,Indiana,Obesity,% of adults aged >= 18 years with obesity,30.6,31.8,33.1,"9,770"
2013,IN,Indiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),42.7,44.0,45.4,"9,177"
2013,IN,Indiana,Physical Activity,% of adults with no leisure-time physical activity,29.8,31.0,32.3,"9,584"
2013,IN,Indiana,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),25.0,26.2,27.4,"9,080"
2013,IN,Indiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,15.2,16.2,17.3,"9,082"
2013,IN,Indiana,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,24.4,25.6,26.8,"9,454"
2013,KS,Kansas,Obesity,% of adults aged >= 18 years with obesity,29.2,30.0,30.7,"21,991"
2013,KS,Kansas,Obesity,% of adults aged >= 18 years with an overweight classification,34.5,35.3,36.1,"21,991"
2013,KS,Kansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,26.1,26.8,27.6,"21,947"
2013,KS,Kansas,Physical Activity,% of adults with no leisure-time physical activity,25.8,26.5,27.3,"22,177"
2013,KS,Kansas,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),28.9,29.7,30.4,"21,297"
2013,KS,Kansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),48.3,49.1,50.0,"21,446"
2013,KS,Kansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,17.2,17.9,18.6,"21,297"
2013,KY,Kentucky,Obesity,% of adults aged >= 18 years with an overweight classification,32.7,34.1,35.5,"10,325"
2013,KY,Kentucky,Obesity,% of adults aged >= 18 years with obesity,31.8,33.2,34.6,"10,325"
2013,KY,Kentucky,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),27.1,28.5,29.8,"9,776"
2013,KY,Kentucky,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),44.5,46.0,47.5,"9,820"
2013,KY,Kentucky,Physical Activity,% of adults with no leisure-time physical activity,28.8,30.2,31.6,"10,156"
2013,KY,Kentucky,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,24.4,25.8,27.1,"10,037"
2013,KY,Kentucky,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,15.5,16.6,17.8,"9,736"
2013,LA,Louisiana,Obesity,% of adults aged >= 18 years with an overweight classification,32.2,34.3,36.4,"5,014"
2013,LA,Louisiana,Obesity,% of adults aged >= 18 years with obesity,31.1,33.1,35.2,"5,014"
2013,LA,Louisiana,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),25.6,27.6,29.7,"4,741"
2013,LA,Louisiana,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,23.8,25.9,28.0,"4,944"
2013,LA,Louisiana,Physical Activity,% of adults with no leisure-time physical activity,30.2,32.2,34.3,"5,026"
2013,LA,Louisiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,15.4,17.2,19.2,"4,718"
2013,LA,Louisiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),42.9,45.1,47.4,"4,784"
2013,MA,Massachusetts,Obesity,% of adults aged >= 18 years with an overweight classification,33.1,34.4,35.6,"13,883"
2013,MA,Massachusetts,Obesity,% of adults aged >= 18 years with obesity,22.5,23.6,24.8,"13,883"
2013,MA,Massachusetts,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),53.1,54.5,55.9,"13,145"
2013,MA,Massachusetts,Physical Activity,% of adults with no leisure-time physical activity,22.4,23.5,24.7,"13,532"
2013,MA,Massachusetts,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,31.3,32.6,33.9,"13,340"
2013,MA,Massachusetts,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),33.7,35.0,36.3,"13,067"
2013,MA,Massachusetts,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.3,23.5,24.7,"13,034"
2013,MD,Maryland,Obesity,% of adults aged >= 18 years with an overweight classification,34.6,35.9,37.2,"12,169"
2013,MD,Maryland,Obesity,% of adults aged >= 18 years with obesity,27.0,28.3,29.5,"12,169"
2013,MD,Maryland,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),27.0,28.3,29.6,"11,087"
2013,MD,Maryland,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.3,21.6,22.8,"11,115"
2013,MD,Maryland,Physical Activity,% of adults with no leisure-time physical activity,24.1,25.3,26.5,"12,261"
2013,MD,Maryland,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.7,32.0,33.3,"12,146"
2013,MD,Maryland,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),47.1,48.6,50.1,"11,194"
2013,ME,Maine,Obesity,% of adults aged >= 18 years with obesity,27.5,28.9,30.2,"7,791"
2013,ME,Maine,Obesity,% of adults aged >= 18 years with an overweight classification,34.6,36.0,37.4,"7,791"
2013,ME,Maine,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),34.1,35.5,37.0,"7,384"
2013,ME,Maine,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),52.1,53.6,55.1,"7,445"
2013,ME,Maine,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,19.3,20.5,21.8,"7,383"
2013,ME,Maine,Physical Activity,% of adults with no leisure-time physical activity,22.0,23.3,24.5,"7,724"
2013,ME,Maine,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,28.2,29.6,31.0,"7,650"
2013,MI,Michigan,Obesity,% of adults aged >= 18 years with obesity,30.4,31.5,32.6,"12,177"
2013,MI,Michigan,Obesity,% of adults aged >= 18 years with an overweight classification,33.6,34.7,35.9,"12,177"
2013,MI,Michigan,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.6,19.5,20.5,"11,732"
2013,MI,Michigan,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),51.8,53.1,54.3,"11,826"
2013,MI,Michigan,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),32.7,33.9,35.0,"11,754"
2013,MI,Michigan,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,27.7,28.8,29.9,"12,068"
2013,MI,Michigan,Physical Activity,% of adults with no leisure-time physical activity,23.4,24.4,25.5,"12,214"
2013,MN,Minnesota,Obesity,% of adults aged >= 18 years with an overweight classification,34.1,35.6,37.1,"13,450"
2013,MN,Minnesota,Obesity,% of adults aged >= 18 years with obesity,24.1,25.5,26.8,"13,450"
2013,MN,Minnesota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,19.9,21.2,22.5,"12,782"
2013,MN,Minnesota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),51.1,52.7,54.3,"12,903"
2013,MN,Minnesota,Physical Activity,% of adults with no leisure-time physical activity,22.1,23.5,24.9,"13,323"
2013,MN,Minnesota,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.1,30.6,32.0,"12,816"
2013,MN,Minnesota,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.8,31.2,32.7,"13,168"
2013,MO,Missouri,Obesity,% of adults aged >= 18 years with an overweight classification,33.4,35.1,36.8,"6,783"
2013,MO,Missouri,Obesity,% of adults aged >= 18 years with obesity,28.8,30.4,32.1,"6,783"
2013,MO,Missouri,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),28.9,30.6,32.2,"6,553"
2013,MO,Missouri,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,16.0,17.4,18.8,"6,542"
2013,MO,Missouri,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,24.8,26.4,28.1,"6,735"
2013,MO,Missouri,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),46.8,48.6,50.5,"6,587"
2013,MO,Missouri,Physical Activity,% of adults with no leisure-time physical activity,26.7,28.3,29.9,"6,793"
2013,MS,Mississippi,Obesity,% of adults aged >= 18 years with obesity,33.5,35.1,36.8,"7,032"
2013,MS,Mississippi,Obesity,% of adults aged >= 18 years with an overweight classification,32.6,34.2,35.8,"7,032"
2013,MS,Mississippi,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,13.6,14.9,16.4,"6,665"
2013,MS,Mississippi,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),35.7,37.4,39.1,"6,711"
2013,MS,Mississippi,Physical Activity,% of adults with no leisure-time physical activity,36.4,38.1,39.8,"7,009"
2013,MS,Mississippi,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,22.7,24.3,25.9,"6,941"
2013,MS,Mississippi,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),20.7,22.1,23.7,"6,675"
2013,MT,Montana,Obesity,% of adults aged >= 18 years with obesity,23.4,24.6,25.8,"9,323"
2013,MT,Montana,Obesity,% of adults aged >= 18 years with an overweight classification,35.4,36.8,38.1,"9,323"
2013,MT,Montana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),56.4,57.8,59.3,"8,974"
2013,MT,Montana,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.4,31.8,33.1,"9,116"
2013,MT,Montana,Physical Activity,% of adults with no leisure-time physical activity,21.4,22.5,23.7,"9,218"
2013,MT,Montana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.1,23.3,24.6,"8,905"
2013,MT,Montana,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),37.3,38.8,40.2,"8,911"
2013,NC,North Carolina,Obesity,% of adults aged >= 18 years with obesity,28.1,29.4,30.7,"8,292"
2013,NC,North Carolina,Obesity,% of adults aged >= 18 years with an overweight classification,35.3,36.7,38.2,"8,292"
2013,NC,North Carolina,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,17.9,19.1,20.3,"8,008"
2013,NC,North Carolina,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),27.8,29.1,30.5,"8,024"
2013,NC,North Carolina,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,26.6,27.9,29.3,"8,305"
2013,NC,North Carolina,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),47.1,48.6,50.1,"8,073"
2013,NC,North Carolina,Physical Activity,% of adults with no leisure-time physical activity,25.4,26.6,27.9,"8,401"
2013,ND,North Dakota,Obesity,% of adults aged >= 18 years with an overweight classification,35.0,36.6,38.2,"7,413"
2013,ND,North Dakota,Obesity,% of adults aged >= 18 years with obesity,29.5,31.0,32.5,"7,413"
2013,ND,North Dakota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.6,45.3,46.9,"7,100"
2013,ND,North Dakota,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,25.5,27.0,28.5,"7,288"
2013,ND,North Dakota,Physical Activity,% of adults with no leisure-time physical activity,26.2,27.6,29.1,"7,380"
2013,ND,North Dakota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,15.1,16.4,17.8,"7,031"
2013,ND,North Dakota,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),24.4,25.9,27.3,"7,066"
2013,NE,Nebraska,Obesity,% of adults aged >= 18 years with an overweight classification,34.7,35.9,37.1,"16,250"
2013,NE,Nebraska,Obesity,% of adults aged >= 18 years with obesity,28.4,29.6,30.7,"16,250"
2013,NE,Nebraska,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.6,30.8,32.0,"15,630"
2013,NE,Nebraska,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,27.2,28.4,29.6,"16,021"
2013,NE,Nebraska,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),48.8,50.1,51.4,"15,730"
2013,NE,Nebraska,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,17.8,18.8,19.9,"15,635"
2013,NE,Nebraska,Physical Activity,% of adults with no leisure-time physical activity,24.2,25.3,26.4,"16,158"
2013,NH,New Hampshire,Obesity,% of adults aged >= 18 years with obesity,25.3,26.7,28.3,"6,141"
2013,NH,New Hampshire,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.0,36.6,"6,141"
2013,NH,New Hampshire,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),53.7,55.4,57.2,"5,768"
2013,NH,New Hampshire,Physical Activity,% of adults with no leisure-time physical activity,20.9,22.4,23.9,"6,010"
2013,NH,New Hampshire,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),33.2,34.8,36.5,"5,728"
2013,NH,New Hampshire,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.9,32.6,34.3,"5,905"
2013,NH,New Hampshire,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,21.2,22.7,24.3,"5,690"
2013,NJ,New Jersey,Obesity,% of adults aged >= 18 years with an overweight classification,35.2,36.5,37.8,"12,256"
2013,NJ,New Jersey,Obesity,% of adults aged >= 18 years with obesity,25.1,26.3,27.5,"12,256"
2013,NJ,New Jersey,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.5,21.6,22.8,"11,509"
2013,NJ,New Jersey,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.0,32.2,33.5,"11,551"
2013,NJ,New Jersey,Physical Activity,% of adults with no leisure-time physical activity,25.6,26.8,28.1,"12,049"
2013,NJ,New Jersey,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),49.1,50.5,51.9,"11,606"
2013,NJ,New Jersey,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.7,32.0,33.3,"11,905"
2013,NM,New Mexico,Obesity,% of adults aged >= 18 years with an overweight classification,34.8,36.3,37.8,"8,914"
2013,NM,New Mexico,Obesity,% of adults aged >= 18 years with obesity,25.1,26.4,27.7,"8,914"
2013,NM,New Mexico,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,21.8,23.1,24.5,"8,200"
2013,NM,New Mexico,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),53.4,55.0,56.6,"8,275"
2013,NM,New Mexico,Physical Activity,% of adults with no leisure-time physical activity,23.0,24.3,25.6,"8,512"
2013,NM,New Mexico,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.5,32.0,33.5,"8,402"
2013,NM,New Mexico,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),33.3,34.8,36.4,"8,232"
2013,NV,Nevada,Obesity,% of adults aged >= 18 years with obesity,24.0,26.2,28.6,"4,871"
2013,NV,Nevada,Obesity,% of adults aged >= 18 years with an overweight classification,36.0,38.6,41.3,"4,871"
2013,NV,Nevada,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.9,53.6,56.3,"4,649"
2013,NV,Nevada,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,21.7,23.9,26.2,"4,595"
2013,NV,Nevada,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.4,32.8,35.4,"4,735"
2013,NV,Nevada,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.1,33.5,36.0,"4,616"
2013,NV,Nevada,Physical Activity,% of adults with no leisure-time physical activity,21.5,23.7,26.0,"4,799"
2013,NY,New York,Obesity,% of adults aged >= 18 years with obesity,24.2,25.4,26.6,"8,465"
2013,NY,New York,Obesity,% of adults aged >= 18 years with an overweight classification,34.5,35.9,37.3,"8,465"
2013,NY,New York,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,28.8,30.1,31.5,"8,023"
2013,NY,New York,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),45.8,47.3,48.8,"7,758"
2013,NY,New York,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),27.8,29.1,30.5,"7,681"
2013,NY,New York,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.2,19.4,20.6,"7,658"
2013,NY,New York,Physical Activity,% of adults with no leisure-time physical activity,25.4,26.7,28.1,"8,164"
2013,OH,Ohio,Obesity,% of adults aged >= 18 years with an overweight classification,33.4,34.7,36.0,"11,260"
2013,OH,Ohio,Obesity,% of adults aged >= 18 years with obesity,29.2,30.4,31.6,"11,260"
2013,OH,Ohio,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),30.3,31.6,32.9,"10,686"
2013,OH,Ohio,Physical Activity,% of adults with no leisure-time physical activity,27.2,28.5,29.7,"11,117"
2013,OH,Ohio,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,27.1,28.3,29.6,"10,964"
2013,OH,Ohio,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,17.9,19.0,20.2,"10,615"
2013,OH,Ohio,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),48.1,49.5,51.0,"10,746"
2013,OK,Oklahoma,Obesity,% of adults aged >= 18 years with an overweight classification,34.0,35.4,36.8,"7,875"
2013,OK,Oklahoma,Obesity,% of adults aged >= 18 years with obesity,31.2,32.5,33.9,"7,875"
2013,OK,Oklahoma,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,14.7,15.8,17.0,"7,579"
2013,OK,Oklahoma,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,23.0,24.3,25.6,"7,764"
2013,OK,Oklahoma,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),42.5,43.9,45.4,"7,625"
2013,OK,Oklahoma,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),26.1,27.4,28.7,"7,582"
2013,OK,Oklahoma,Physical Activity,% of adults with no leisure-time physical activity,31.6,33.0,34.3,"7,831"
2013,OR,Oregon,Obesity,% of adults aged >= 18 years with obesity,24.9,26.5,28.1,"5,668"
2013,OR,Oregon,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.4,35.0,"5,668"
2013,OR,Oregon,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),62.2,64.1,65.9,"5,184"
2013,OR,Oregon,Physical Activity,% of adults with no leisure-time physical activity,17.1,18.5,20.1,"5,407"
2013,OR,Oregon,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),41.0,42.8,44.6,"5,124"
2013,OR,Oregon,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,23.3,24.8,26.5,"5,109"
2013,OR,Oregon,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.9,31.6,33.4,"5,302"
2013,PA,Pennsylvania,Obesity,% of adults aged >= 18 years with obesity,28.9,30.0,31.2,"10,857"
2013,PA,Pennsylvania,Obesity,% of adults aged >= 18 years with an overweight classification,33.3,34.5,35.7,"10,857"
2013,PA,Pennsylvania,Physical Activity,% of adults with no leisure-time physical activity,25.2,26.3,27.4,"10,564"
2013,PA,Pennsylvania,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),28.2,29.3,30.5,"10,014"
2013,PA,Pennsylvania,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,17.4,18.5,19.5,"9,988"
2013,PA,Pennsylvania,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,27.9,29.1,30.3,"10,407"
2013,PA,Pennsylvania,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),46.5,47.8,49.1,"10,110"
2013,RI,Rhode Island,Obesity,% of adults aged >= 18 years with an overweight classification,35.6,37.3,39.0,"6,191"
2013,RI,Rhode Island,Obesity,% of adults aged >= 18 years with obesity,25.8,27.3,28.8,"6,191"
2013,RI,Rhode Island,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),28.6,30.2,31.9,"5,651"
2013,RI,Rhode Island,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.1,19.6,21.1,"5,602"
2013,RI,Rhode Island,Physical Activity,% of adults with no leisure-time physical activity,25.4,26.9,28.5,"5,922"
2013,RI,Rhode Island,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),47.3,49.1,50.9,"5,689"
2013,RI,Rhode Island,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,27.8,29.5,31.2,"5,795"
2013,SC,South Carolina,Obesity,% of adults aged >= 18 years with obesity,30.5,31.7,33.1,"10,227"
2013,SC,South Carolina,Obesity,% of adults aged >= 18 years with an overweight classification,33.4,34.7,36.1,"10,227"
2013,SC,South Carolina,Physical Activity,% of adults with no leisure-time physical activity,25.6,26.9,28.1,"10,067"
2013,SC,South Carolina,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,17.5,18.6,19.8,"9,545"
2013,SC,South Carolina,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),47.7,49.1,50.5,"9,637"
2013,SC,South Carolina,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.1,30.4,31.7,"9,577"
2013,SC,South Carolina,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,25.7,27.0,28.3,"9,943"
2013,SD,South Dakota,Obesity,% of adults aged >= 18 years with an overweight classification,35.1,37.1,39.1,"6,531"
2013,SD,South Dakota,Obesity,% of adults aged >= 18 years with obesity,28.0,29.9,31.8,"6,531"
2013,SD,South Dakota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),51.6,53.7,55.7,"6,423"
2013,SD,South Dakota,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,25.8,27.7,29.6,"6,503"
2013,SD,South Dakota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,16.8,18.4,20.0,"6,388"
2013,SD,South Dakota,Physical Activity,% of adults with no leisure-time physical activity,22.2,23.8,25.6,"6,553"
