,Year,LocationAbbr,LocationDesc,Topic,Question,Low_Confidence_Limit,Data_Value,High_Confidence_Limit,Sample_Size,NumPolicies
403,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
404,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
405,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
406,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
407,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
408,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
409,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
410,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
411,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
412,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
413,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
414,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
415,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
416,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
417,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
418,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
419,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
420,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
421,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.8,23.7,24.6,"16,661",26.0
422,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
423,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
424,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
425,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
426,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
427,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
428,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
429,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
430,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
431,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
432,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
433,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
434,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
435,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
436,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
437,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
438,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
439,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
440,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
441,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
442,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
443,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
444,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
445,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
446,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
447,2011,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.1,58.2,59.2,"16,760",26.0
448,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with obesity,19.7,20.7,21.8,"12,976",6.0
449,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with obesity,19.7,20.7,21.8,"12,976",6.0
450,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with obesity,19.7,20.7,21.8,"12,976",6.0
451,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with obesity,19.7,20.7,21.8,"12,976",6.0
452,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with obesity,19.7,20.7,21.8,"12,976",6.0
453,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with obesity,19.7,20.7,21.8,"12,976",6.0
454,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with an overweight classification,34.2,35.4,36.7,"12,976",6.0
455,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with an overweight classification,34.2,35.4,36.7,"12,976",6.0
456,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with an overweight classification,34.2,35.4,36.7,"12,976",6.0
457,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with an overweight classification,34.2,35.4,36.7,"12,976",6.0
458,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with an overweight classification,34.2,35.4,36.7,"12,976",6.0
459,2011,CO,Colorado,Obesity,% of adults aged >= 18 years with an overweight classification,34.2,35.4,36.7,"12,976",6.0
460,2011,CO,Colorado,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),39.4,40.7,42.0,"12,262",3.0
461,2011,CO,Colorado,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),39.4,40.7,42.0,"12,262",3.0
462,2011,CO,Colorado,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),39.4,40.7,42.0,"12,262",3.0
463,2011,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,26.1,27.3,28.5,"12,223",3.0
464,2011,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,26.1,27.3,28.5,"12,223",3.0
465,2011,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,26.1,27.3,28.5,"12,223",3.0
466,2011,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),60.5,61.8,63.1,"12,349",3.0
467,2011,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),60.5,61.8,63.1,"12,349",3.0
468,2011,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),60.5,61.8,63.1,"12,349",3.0
469,2011,CO,Colorado,Physical Activity,% of adults with no leisure-time physical activity,15.5,16.5,17.5,"12,800",3.0
470,2011,CO,Colorado,Physical Activity,% of adults with no leisure-time physical activity,15.5,16.5,17.5,"12,800",3.0
471,2011,CO,Colorado,Physical Activity,% of adults with no leisure-time physical activity,15.5,16.5,17.5,"12,800",3.0
472,2011,CO,Colorado,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,34.4,35.6,36.9,"12,651",3.0
473,2011,CO,Colorado,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,34.4,35.6,36.9,"12,651",3.0
474,2011,CO,Colorado,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,34.4,35.6,36.9,"12,651",3.0
475,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
476,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
477,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
478,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
479,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
480,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
481,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
482,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
483,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
484,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
485,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
486,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
487,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
488,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
489,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
490,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
491,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
492,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
493,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
494,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
495,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
496,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
497,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
498,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
499,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,33.5,35.2,36.8,"6,457",25.0
500,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
501,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
502,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
503,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
504,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
505,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
506,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
507,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
508,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
509,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
510,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
511,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
512,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
513,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
514,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
515,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
516,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
517,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
518,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
519,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
520,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
521,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
522,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
523,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
524,2011,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,23.0,24.5,26.0,"6,457",25.0
525,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
526,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
527,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
528,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
529,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
530,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
531,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
532,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
533,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
534,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
535,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
536,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
537,2011,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.0,30.6,32.3,"6,485",13.0
538,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
539,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
540,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
541,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
542,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
543,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
544,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
545,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
546,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
547,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
548,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
549,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
550,2011,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.2,32.8,34.5,"6,340",13.0
551,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
552,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
553,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
554,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
555,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
556,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
557,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
558,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
559,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
560,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
561,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
562,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
563,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.8,52.6,54.3,"6,376",13.0
564,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
565,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
566,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
567,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
568,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
569,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
570,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
571,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
572,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
573,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
574,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
575,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
576,2011,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,24.0,25.5,27.1,"6,588",13.0
577,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.3,21.8,23.3,"6,303",13.0
578,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.3,21.8,23.3,"6,303",13.0
579,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.3,21.8,23.3,"6,303",13.0
580,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.3,21.8,23.3,"6,303",13.0
581,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.3,21.8,23.3,"6,303",13.0
582,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.3,21.8,23.3,"6,303",13.0
583,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.3,21.8,23.3,"6,303",13.0
584,2011,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.3,21.8,23.3,"6,303",13.0
